PART_NUMBER,PART_SEG,PART_DESCRIPTION,PART_CATEGORY
PAN-PA-5050-USG-BND-NFR3,PALO,"PA-5050 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-5050-USG-BND-NFR3-R,PALO,"PA-5050 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-5050-USG-BND-NFR4,PALO,"PA-5050 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-5050-USG-BND-NFR4-R,PALO,"PA-5050 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-5060-BND-NFR3,PALO,"PA-5060 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5060-BND-NFR3-R,PALO,"PA-5060 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5060-BND-NFR4,PALO,"PA-5060 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5060-BND-NFR4-R,PALO,"PA-5060 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5060-USG-BND-NFR3,PALO,"PA-5060 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-5060-USG-BND-NFR3-R,PALO,"PA-5060 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government support)",
PAN-PA-5060-USG-BND-NFR4,PALO,"PA-5060 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-5060-USG-BND-NFR4-R,PALO,"PA-5060 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government support)",
PAN-PA-5220-BND-NFR3,PALO,"PA-5220 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5220-BND-NFR3-R,PALO,"PA-5220 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5220-BND-NFR4,PALO,"PA-5220 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5220-BND-NFR4-R,PALO,"PA-5220 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5220-USG-BND-NFR3,PALO,"PA-5220 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-5220-USG-BND-NFR3-R,PALO,"PA-5220 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-5220-USG-BND-NFR4,PALO,"PA-5220 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-5220-USG-BND-NFR4-R,PALO,"PA-5220 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-5250-BND-NFR3,PALO,"PA-5250 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5250-BND-NFR3-R,PALO,"PA-5250 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5250-BND-NFR4,PALO,"PA-5250 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5250-BND-NFR4-R,PALO,"PA-5250 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5250-USG-BND-NFR3,PALO,"PA-5250 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-5250-USG-BND-NFR3-R,PALO,"PA-5250 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-5250-USG-BND-NFR4,PALO,"PA-5250 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-5250-USG-BND-NFR4-R,PALO,"PA-5250 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-5260-BND-NFR3,PALO,"PA-5260 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5260-BND-NFR3-R,PALO,"PA-5260 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard
Support)",
PAN-PA-5260-BND-NFR4,PALO,"PA-5260 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
,PALO,,
PAN-PA-5260-BND-NFR4-R,PALO,"PA-5260 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, Standard Support)",
PAN-PA-5260-USG-BND-NFR3,PALO,"PA-5260 NFR First Year Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-5260-USG-BND-NFR3-R,PALO,"PA-5260 NFR Renewal Service Bundle (Threat Prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US
Government standard support)",
PAN-PA-5260-USG-BND-NFR4,PALO,"PA-5260 NFR First Year Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-5260-USG-BND-NFR4-R,PALO,"PA-5260 NFR Renewal Service Bundle (Threat Prevention, PANDB URL Filtering, GlobalProtect, WildFire, US Government standard
support)",
PAN-PA-7050-BND-NFR3,PALO,"PA-7050 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, Global protect, WildFire, Standard
support)",
PAN-PA-7050-BND-NFR3-R,PALO,"PA-7050 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, Global protect, WildFire, Standard
support)",
PAN-PA-7050-BND-NFR4,PALO,"PA-7050 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, Global protect, WildFire, Standard support)",
PAN-PA-7050-BND-NFR4-R,PALO,"PA-7050 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, Global protect, WildFire, Standard support)",
PAN-PA-7050-USG-BND-NFR3,PALO,"PA-7050 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, Global protect, WildFire, US
Government support)",
PAN-PA-7050-USG-BND-NFR3-R,PALO,"PA-7050 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, Global protect, WildFire, US
Government support)",
PAN-PA-7050-USG-BND-NFR4,PALO,"PA-7050 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, Global protect, WildFire, US Government support)",
PAN-PA-7050-USG-BND-NFR4-R,PALO,"PA-7050 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, Global protect, WildFire, US Government support)",
PAN-PA-7080-BND-NFR3,PALO,"PA-7080 NFR First Year Service Bundle (Threat prevention, PAN-DB and BrightCloud URL filtering, GlobalProtect, WildFire, Standard
support)",
PAN-PA-7080-BND-NFR3-R,PALO,"PA-7080 NFR Renewal Service Bundle (Threat prevention, PAN-DB and BrightCloud URL filtering, GlobalProtect, WildFire, Standard
support)",
PAN-PA-7080-BND-NFR4,PALO,"PA-7080 NFR First Year Service Bundle (Threat prevention, PAN-DB URL filtering, GlobalProtect, WildFire, Standard support)",
PAN-PA-7080-BND-NFR4-R,PALO,"PA-7080 NFR Renewal Service Bundle (Threat prevention, PAN-DB URL filtering, GlobalProtect, WildFire, Standard support)",
PAN-PA-7080-USG-BND-NFR3,PALO,"PA-7080 NFR First Year Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, Global protect, WildFire, US
Government standard support)",
PAN-PA-7080-USG-BND-NFR3-R,PALO,"PA-7080 NFR Renewal Service Bundle (Threat prevention, PANDB and BrightCloud URL filtering, Global protect, WildFire, US
Government standard support) renewal",
PAN-PA-7080-USG-BND-NFR4,PALO,"PA-7080 NFR First Year Service Bundle (Threat prevention, PANDB URL filtering, Global protect, WildFire, US Government standard
support)",
PAN-PA-7080-USG-BND-NFR4-R,PALO,"PA-7080 NFR Renewal Service Bundle (Threat prevention, PANDB URL filtering, Global protect, WildFire, US Government standard
support)",
PAN-VM-100-BND-NFR3,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard support),
VM-100",
PAN-VM-100-BND-NFR3-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard support),
VM-100",
PAN-VM-100-BND-NFR4,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-100",
PAN-VM-100-BND-NFR4-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-100",
PAN-VM-100-USG-BND-NFR3,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US Government
support), VM-100",
PAN-VM-100-USG-BND-NFR3-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US Government
support), VM-100",
PAN-VM-100-USG-BND-NFR4,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-100",
PAN-VM-100-USG-BND-NFR4-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-100",
PAN-VM-200-BND-NFR3,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard support),
VM-200",
PAN-VM-200-BND-NFR3-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard support),
VM-200",
PAN-VM-200-BND-NFR4,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-200",
PAN-VM-200-BND-NFR4-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-200",
PAN-VM-200-USG-BND-NFR3,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US Government
support), VM-200",
PAN-VM-200-USG-BND-NFR3-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US Government
support), VM-200",
PAN-VM-200-USG-BND-NFR4,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-200",
PAN-VM-200-USG-BND-NFR4-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-200",
PAN-VM-300-BND-NFR3,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard support),
VM-300",
PAN-VM-300-BND-NFR3-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard support),
VM-300",
PAN-VM-300-BND-NFR4,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-300",
PAN-VM-300-BND-NFR4-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-300",
PAN-VM-300-USG-BND-NFR3,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US Government
support), VM-300",
PAN-VM-300-USG-BND-NFR3-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US Government
support), VM-300",
PAN-VM-300-USG-BND-NFR4,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-300",
PAN-VM-300-USG-BND-NFR4-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-300",
PAN-VM-1000-HV-BND-NFR3,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard support),
VM-1000-HV",
PAN-VM-1000-HV-BND-NFR3-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, Standard support),
VM-1000-HV",
,PALO,,
PAN-VM-1000-HV-BND-NFR4,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-1000-HV",
PAN-VM-1000-HV-BND-NFR4-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-1000-HV",
PAN-VM-1000-HV-USG-BND-NFR3,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US Government
support), VM-1000-HV",
PAN-VM-1000-HV-USG-BND-NFR3-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB and BrightCloud URL Filtering, GlobalProtect, WildFire, US Government
support), VM-1000-HV",
PAN-VM-1000-HV-USG-BND-NFR4,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-1000-HV",
PAN-VM-1000-HV-USG-BND-NFR4-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-1000-HV",
PAN-VM-50-PERP-BND2-NFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-50, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",
PAN-VM-50-PERP-BND2-NFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year Renewal",
PAN-VM-50-PERP-BND2-USGNFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-50, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-50-PERP-BND2-USGNFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year Renewal",
PAN-VM-100-PERP-BND2-NFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-100, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",
PAN-VM-100-PERP-BND2-NFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year Renewal",
PAN-VM-100-PERP-BND2-USGNFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-100, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-100-PERP-BND2-USGNFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year Renewal",
PAN-VM-300-PERP-BND2-NFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",
PAN-VM-300-PERP-BND2-NFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",
PAN-VM-300-PERP-BND2-USGNFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-300-PERP-BND2-USGNFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",
PAN-VM-500-PERP-BND2-NFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",
PAN-VM-500-PERP-BND2-NFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",
PAN-VM-500-PERP-BND2-USGNFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-500-PERP-BND2-USGNFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",
PAN-VM-700-PERP-BND2-NFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Standard Support, 1 year",
PAN-VM-700-PERP-BND2-NFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect
and WildFire subscriptions, and Standard Support, 1 year, Renewal",
PAN-VM-700-PERP-BND2-USGNFR-1YR,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year",
PAN-VM-700-PERP-BND2-USGNFR-1YR-R,PALO,"Palo Alto Networks Perpetual NFR Bundle (BND2) for VM-Series that includes VM-50, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Standard Support, 1 year, Renewal",
PAN-VM-1000-HV-PERP-NFR4-NSX,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-1000-HV",
PAN-VM-1000-HV-PERP-NFR4-NSX-R,PALO,"NFR unit bundle subscription renewal (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, Standard support), VM-1000-
HV",
PAN-VM-1000-HV-PERP-USG-NFR4-NSX,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-1000-HV",
PAN-VM-1000-HV-PERP-USG-NFR4-NSX-R,PALO,"NFR unit bundle subscription (Threat prevention, PANDB URL filtering, GlobalProtect, WildFire, US Government support), VM-1000-HV",
